node1,node2,Heuristic distance,route_distance
Morena,Bikaner,493,645
Morena,Mirzapur,482,574
Morena,Ghazipur,567,701
Morena,Jaipur,224,291
Morena,Durgapur,996,1111
Morena,Chitrakoot,322,424
Morena,Aligarh,155,173
Morena,Rohtas,624,735
Morena,Palamu,682,894
Morena,Araria,945,1122
Morena,Dholpur,24,27
Morena,Calicut,1702,2153
Morena,Jehanabad,714,896
Morena,Bhagalpur,910,1093
Morena,Sri Ganganagar,553,699
Morena,Balaghat,564,713
Nawada,Lucknow,509,597
Nawada,Rajsamand,1177,1389
Nawada,Raebareli,456,565
Nawada,Patna,88,105
Nawada,Gaya,55,59
Nawada,Kota,977,1150
Nawada,Sikar,1081,1282
Nawada,Prayagraj,377,416
Nawada,Bhopal,846,1047
Nawada,Una,1165,1451
Nawada,Bundi,999,1182
Nawada,Sarangarh,444,625
Nawada,Lakhimpur,583,739
Nawada,Madhepura,165,216
Nawada,Arrah,115,155
Nawada,Daudnagar,116,130
Nawada,Belagavi,1525,1928
Nawada,Hanamkonda,982,1383
Nawada,Sitamarhi,188,224
Nawada,Morena,778,903
Nawada,Agra,795,930
Nawada,Sitapur,569,687
Nawada,Delhi,939,1109
Nawada,Faridabad,906,1106
Nawada,Jodhpur,1266,1499
Nawada,Mahoba,572,665
Nawada,Pakur,234,304
Nawada,Sagar,700,879
Nawada,Baghpat,939,1112
Nawada,Nawada,0,0
Nawada,Bikaner,1267,1501
Nawada,Mirzapur,301,350
Nawada,Ghazipur,212,267
Nawada,Jaipur,1002,1168
Nawada,Durgapur,234,307
Nawada,Chitrakoot,473,552
Nawada,Aligarh,815,945
Nawada,Rohtas,155,177
Nawada,Palamu,186,275
Nawada,Araria,236,320
Nawada,Dholpur,793,960
Nawada,Calicut,1826,2370
Nawada,Jehanabad,66,90
Nawada,Bhagalpur,149,181
Nawada,Sri Ganganagar,1279,1551
Nawada,Balaghat,645,930
Pakur,Lucknow,734,884
Pakur,Rajsamand,1411,1706
Pakur,Raebareli,686,853
Pakur,Patna,293,382
Pakur,Gaya,288,364
Pakur,Kota,1211,1467
Pakur,Sikar,1312,1569
Pakur,Prayagraj,612,733
Pakur,Bhopal,1073,1364
Pakur,Una,1365,1739
Pakur,Bundi,1234,1499
Pakur,Sarangarh,593,813
Pakur,Lakhimpur,795,1027
Pakur,Madhepura,225,336
Pakur,Arrah,336,432
Pakur,Daudnagar,351,447
Pakur,Belagavi,1698,2141
Pakur,Hanamkonda,1130,1521
Pakur,Sitamarhi,320,450
Pakur,Morena,1011,1234
Pakur,Agra,1025,1218
Pakur,Sitapur,787,975
Pakur,Delhi,1160,1396
Pakur,Faridabad,1129,1393
Pakur,Jodhpur,1501,1786
Pakur,Mahoba,807,982
Pakur,Pakur,0,0
Pakur,Sagar,929,1197
Pakur,Baghpat,1158,1399
Pakur,Nawada,234,304
Pakur,Bikaner,1498,1788
Pakur,Mirzapur,536,667
Pakur,Ghazipur,443,554
Pakur,Jaipur,1235,1456
Pakur,Durgapur,134,168
Pakur,Chitrakoot,708,869
Pakur,Aligarh,1039,1233
Pakur,Rohtas,390,494
Pakur,Palamu,390,551
Pakur,Araria,170,236
Pakur,Dholpur,1025,1248
Pakur,Calicut,1953,2404
Pakur,Jehanabad,296,375
Pakur,Bhagalpur,110,151
Pakur,Sri Ganganagar,1500,1838
Pakur,Balaghat,844,1165
Palamu,Lucknow,460,626
Palamu,Rajsamand,1044,1292
Palamu,Raebareli,390,527
Palamu,Patna,220,260
Palamu,Gaya,139,216
Palamu,Kota,848,1053
Palamu,Sikar,991,1237
Palamu,Prayagraj,288,405
Palamu,Bhopal,685,890
Palamu,Una,1144,1432
Palamu,Bundi,873,1085
Palamu,Sarangarh,270,427
Palamu,Lakhimpur,563,714
Palamu,Madhepura,346,443
Palamu,Arrah,198,247
Palamu,Daudnagar,135,160
Palamu,Belagavi,1338,1711
Palamu,Hanamkonda,800,1109
Palamu,Sitamarhi,335,390
Palamu,Morena,682,892
Palamu,Agra,715,885
Palamu,Sitapur,537,717
Palamu,Delhi,882,1101
Palamu,Faridabad,846,1060
Palamu,Jodhpur,1148,1453
Palamu,Mahoba,456,654
Palamu,Pakur,390,551
Palamu,Sagar,546,719
Palamu,Baghpat,888,1093
Palamu,Nawada,186,275
Palamu,Bikaner,1175,1455
Palamu,Mirzapur,211,339
Palamu,Ghazipur,200,296
Palamu,Jaipur,902,1123
Palamu,Durgapur,329,428
Palamu,Chitrakoot,359,542
Palamu,Aligarh,751,926
Palamu,Rohtas,136,189
Palamu,Palamu,0,0
Palamu,Araria,422,571
Palamu,Dholpur,700,903
Palamu,Calicut,1647,2174
Palamu,Jehanabad,176,228
Palamu,Bhagalpur,329,454
Palamu,Sri Ganganagar,1217,1505
Palamu,Balaghat,460,689
Patna,Lucknow,440,505
Patna,Rajsamand,1134,1377
Patna,Raebareli,395,473
Patna,Patna,0,0
Patna,Gaya,89,102
Patna,Kota,933,1138
Patna,Sikar,1020,1190
Patna,Prayagraj,331,360
Patna,Bhopal,824,992
Patna,Una,1084,1359
Patna,Bundi,953,1170
Patna,Sarangarh,491,653
Patna,Lakhimpur,505,647
Patna,Madhepura,140,185
Patna,Arrah,47,52
Patna,Daudnagar,96,105
Patna,Belagavi,1545,1873
Patna,Hanamkonda,1018,1335
Patna,Sitamarhi,116,131
Patna,Morena,721,855
Patna,Agra,732,838
Patna,Sitapur,495,595
Patna,Delhi,867,1017
Patna,Faridabad,836,1014
Patna,Jodhpur,1215,1407
Patna,Mahoba,529,609
Patna,Pakur,293,382
Patna,Sagar,675,824
Patna,Baghpat,866,1019
Patna,Nawada,88,105
Patna,Bikaner,1205,1408
Patna,Mirzapur,263,294
Patna,Ghazipur,156,174
Patna,Jaipur,945,1076
Patna,Durgapur,318,414
Patna,Chitrakoot,432,497
Patna,Aligarh,746,853
Patna,Rohtas,126,146
Patna,Palamu,220,260
Patna,Araria,239,313
Patna,Dholpur,734,868
Patna,Calicut,1867,2380
Patna,Jehanabad,44,52
Patna,Bhagalpur,188,233
Patna,Sri Ganganagar,1207,1458
Patna,Balaghat,656,907
Prayagraj,Lucknow,180,201
Prayagraj,Rajsamand,803,961
Prayagraj,Raebareli,106,123
Prayagraj,Patna,331,360
Prayagraj,Gaya,325,356
Prayagraj,Kota,602,722
Prayagraj,Sikar,710,822
Prayagraj,Prayagraj,0,0
Prayagraj,Bhopal,510,619
Prayagraj,Una,862,1017
Prayagraj,Bundi,623,754
Prayagraj,Sarangarh,444,626
Prayagraj,Lakhimpur,297,330
Prayagraj,Madhepura,461,543
Prayagraj,Arrah,283,308
Prayagraj,Daudnagar,261,285
Prayagraj,Belagavi,1307,1547
Prayagraj,Hanamkonda,855,1079
Prayagraj,Sitamarhi,387,466
Prayagraj,Morena,403,478
Prayagraj,Agra,429,470
Prayagraj,Sitapur,263,289
Prayagraj,Delhi,593,686
Prayagraj,Faridabad,557,645
Prayagraj,Jodhpur,888,1039
Prayagraj,Mahoba,197,236
Prayagraj,Pakur,612,733
Prayagraj,Sagar,361,451
Prayagraj,Baghpat,600,678
Prayagraj,Nawada,377,416
Prayagraj,Bikaner,895,1040
Prayagraj,Mirzapur,79,89
Prayagraj,Ghazipur,174,200
Prayagraj,Jaipur,627,708
Prayagraj,Durgapur,593,623
Prayagraj,Chitrakoot,102,124
Prayagraj,Aligarh,462,511
Prayagraj,Rohtas,222,247
Prayagraj,Palamu,288,405
Prayagraj,Araria,567,671
Prayagraj,Dholpur,419,488
Prayagraj,Calicut,1694,2055
Prayagraj,Jehanabad,316,357
Prayagraj,Bhagalpur,516,591
Prayagraj,Sri Ganganagar,928,1090
Prayagraj,Balaghat,435,582
Raebareli,Lucknow,74,78
Raebareli,Rajsamand,751,909
Raebareli,Raebareli,0,0
Raebareli,Patna,395,470
Raebareli,Gaya,409,503
Raebareli,Kota,552,670
Raebareli,Sikar,626,741
Raebareli,Prayagraj,106,123
Raebareli,Bhopal,509,579
Raebareli,Una,756,922
Raebareli,Bundi,568,702
Raebareli,Sarangarh,546,750
Raebareli,Lakhimpur,195,207
Raebareli,Madhepura,512,601
Raebareli,Arrah,350,418
Raebareli,Daudnagar,342,432
Raebareli,Belagavi,1346,1620
Raebareli,Hanamkonda,927,1152
Raebareli,Sitamarhi,425,518
Raebareli,Morena,326,396
Raebareli,Agra,339,389
Raebareli,Sitapur,158,166
Raebareli,Delhi,493,579
Raebareli,Faridabad,458,564
Raebareli,Jodhpur,822,957
Raebareli,Mahoba,171,196
Raebareli,Pakur,686,850
Raebareli,Sagar,366,411
Raebareli,Baghpat,498,582
Raebareli,Nawada,456,562
Raebareli,Bikaner,811,959
Raebareli,Mirzapur,179,208
Raebareli,Ghazipur,243,278
Raebareli,Jaipur,549,627
Raebareli,Durgapur,681,744
Raebareli,Chitrakoot,122,151
Raebareli,Aligarh,364,416
Raebareli,Rohtas,305,368
Raebareli,Palamu,390,527
Raebareli,Araria,619,729
Raebareli,Dholpur,339,407
Raebareli,Calicut,1754,2128
Raebareli,Jehanabad,391,504
Raebareli,Bhagalpur,584,701
Raebareli,Sri Ganganagar,831,1009
Raebareli,Balaghat,501,655
Rajsamand,Lucknow,734,881
Rajsamand,Rajsamand,0,0
Rajsamand,Raebareli,751,909
Rajsamand,Patna,1134,1376
Rajsamand,Gaya,1122,1334
Rajsamand,Kota,200,249
Rajsamand,Sikar,308,375
Rajsamand,Prayagraj,803,967
Rajsamand,Bhopal,410,573
Rajsamand,Una,747,941
Rajsamand,Bundi,182,231
Rajsamand,Sarangarh,1015,1279
Rajsamand,Lakhimpur,757,923
Rajsamand,Madhepura,1260,1507
Rajsamand,Arrah,1086,1324
Rajsamand,Daudnagar,1060,1262
Rajsamand,Belagavi,1022,1273
Rajsamand,Hanamkonda,977,1293
Rajsamand,Sitamarhi,1176,1424
Rajsamand,Morena,441,559
Rajsamand,Agra,474,573
Rajsamand,Sitapur,732,899
Rajsamand,Delhi,514,623
Rajsamand,Faridabad,503,607
Rajsamand,Jodhpur,155,185
Rajsamand,Mahoba,605,730
Rajsamand,Pakur,1411,1710
Rajsamand,Sagar,510,679
Rajsamand,Baghpat,542,653
Rajsamand,Nawada,1177,1393
Rajsamand,Bikaner,332,424
Rajsamand,Mirzapur,875,1038
Rajsamand,Ghazipur,977,1169
Rajsamand,Jaipur,279,335
Rajsamand,Durgapur,1373,1600
Rajsamand,Chitrakoot,704,852
Rajsamand,Aligarh,523,623
Rajsamand,Rohtas,1022,1224
Rajsamand,Palamu,1044,1298
Rajsamand,Araria,1367,1635
Rajsamand,Dholpur,440,532
Rajsamand,Calicut,1541,1984
Rajsamand,Jehanabad,1119,1335
Rajsamand,Bhagalpur,1319,1607
Rajsamand,Sri Ganganagar,536,673
Rajsamand,Balaghat,737,1000
Rohtas,Lucknow,365,436
Rohtas,Rajsamand,1022,1220
Rohtas,Raebareli,305,368
Rohtas,Patna,126,146
Rohtas,Gaya,103,117
Rohtas,Kota,822,981
Rohtas,Sikar,929,1078
Rohtas,Prayagraj,222,247
Rohtas,Bhopal,700,878
Rohtas,Una,1038,1274
Rohtas,Bundi,843,1013
Rohtas,Sarangarh,397,582
Rohtas,Lakhimpur,453,578
Rohtas,Madhepura,267,317
Rohtas,Arrah,84,94
Rohtas,Daudnagar,38,46
Rohtas,Belagavi,1422,1759
Rohtas,Hanamkonda,907,1264
Rohtas,Sitamarhi,224,264
Rohtas,Morena,624,734
Rohtas,Agra,644,726
Rohtas,Sitapur,433,526
Rohtas,Delhi,796,942
Rohtas,Faridabad,762,902
Rohtas,Jodhpur,1110,1295
Rohtas,Mahoba,417,496
Rohtas,Pakur,390,494
Rohtas,Sagar,552,710
Rohtas,Baghpat,798,934
Rohtas,Nawada,155,177
Rohtas,Bikaner,1115,1296
Rohtas,Mirzapur,146,181
Rohtas,Ghazipur,72,94
Rohtas,Jaipur,848,964
Rohtas,Durgapur,375,407
Rohtas,Chitrakoot,318,383
Rohtas,Aligarh,668,768
Rohtas,Rohtas,0,0
Rohtas,Palamu,136,189
Rohtas,Araria,364,446
Rohtas,Dholpur,639,745
Rohtas,Calicut,1758,2266
Rohtas,Jehanabad,98,118
Rohtas,Bhagalpur,298,344
Rohtas,Sri Ganganagar,1135,1346
Rohtas,Balaghat,532,794
Sagar,Lucknow,401,444
Sagar,Rajsamand,510,679
Sagar,Raebareli,366,411
Sagar,Patna,675,822
Sagar,Gaya,644,818
Sagar,Kota,328,448
Sagar,Sikar,552,748
Sagar,Prayagraj,361,451
Sagar,Bhopal,149,169
Sagar,Una,879,1028
Sagar,Bundi,359,481
Sagar,Sarangarh,510,597
Sagar,Lakhimpur,498,577
Sagar,Madhepura,813,996
Sagar,Arrah,629,770
Sagar,Daudnagar,589,747
Sagar,Belagavi,989,1253
Sagar,Hanamkonda,651,831
Sagar,Sitamarhi,746,917
Sagar,Morena,303,342
Sagar,Agra,376,423
Sagar,Sitapur,456,535
Sagar,Delhi,563,640
Sagar,Faridabad,525,596
Sagar,Jodhpur,634,831
Sagar,Mahoba,198,215
Sagar,Pakur,929,1194
Sagar,Sagar,0,0
Sagar,Baghpat,585,688
Sagar,Nawada,700,877
Sagar,Bikaner,714,920
Sagar,Mirzapur,413,515
Sagar,Ghazipur,526,653
Sagar,Jaipur,451,614
Sagar,Durgapur,875,1084
Sagar,Chitrakoot,261,336
Sagar,Aligarh,454,512
Sagar,Rohtas,552,708
Sagar,Palamu,546,719
Sagar,Araria,915,1124
Sagar,Dholpur,327,366
Sagar,Calicut,1427,1806
Sagar,Jehanabad,651,819
Sagar,Bhagalpur,848,1053
Sagar,Sri Ganganagar,827,1038
Sagar,Balaghat,269,354
Sarangarh,Lucknow,621,828
Sarangarh,Rajsamand,1015,1279
Sarangarh,Raebareli,546,750
Sarangarh,Patna,491,653
Sarangarh,Gaya,405,566
Sarangarh,Kota,839,1048
Sarangarh,Sikar,1044,1335
Sarangarh,Prayagraj,444,626
Sarangarh,Bhopal,611,748
Sarangarh,Una,1287,1609
Sarangarh,Bundi,869,1081
Sarangarh,Sarangarh,0,0
Sarangarh,Lakhimpur,741,957
Sarangarh,Madhepura,609,836
Sarangarh,Arrah,468,639
Sarangarh,Daudnagar,404,552
Sarangarh,Belagavi,1104,1385
Sarangarh,Hanamkonda,541,801
Sarangarh,Sitamarhi,606,783
Sarangarh,Morena,750,923
Sarangarh,Agra,804,1004
Sarangarh,Sitapur,705,916
Sarangarh,Delhi,991,1220
Sarangarh,Faridabad,953,1177
Sarangarh,Jodhpur,1145,1431
Sarangarh,Mahoba,524,749
Sarangarh,Pakur,593,809
Sarangarh,Sagar,510,597
Sarangarh,Baghpat,1005,1269
Sarangarh,Nawada,444,625
Sarangarh,Bikaner,1217,1554
Sarangarh,Mirzapur,396,563
Sarangarh,Ghazipur,446,689
Sarangarh,Jaipur,946,1201
Sarangarh,Durgapur,485,672
Sarangarh,Chitrakoot,457,686
Sarangarh,Aligarh,862,1093
Sarangarh,Rohtas,397,582
Sarangarh,Palamu,270,427
Sarangarh,Araria,672,962
Sarangarh,Dholpur,773,947
Sarangarh,Calicut,1382,1866
Sarangarh,Jehanabad,446,615
Sarangarh,Bhagalpur,567,780
Sarangarh,Sri Ganganagar,1303,1619
Sarangarh,Balaghat,300,442
Sikar,Lucknow,581,680
Sikar,Rajsamand,308,375
Sikar,Raebareli,626,751
Sikar,Patna,1020,1189
Sikar,Gaya,1033,1221
Sikar,Kota,275,366
Sikar,Sikar,0,0
Sikar,Prayagraj,710,822
Sikar,Bhopal,533,702
Sikar,Una,441,575
Sikar,Bundi,246,329
Sikar,Sarangarh,1044,1322
Sikar,Lakhimpur,556,664
Sikar,Madhepura,1127,1320
Sikar,Arrah,975,1136
Sikar,Daudnagar,967,1150
Sikar,Belagavi,1303,1573
Sikar,Hanamkonda,1155,1509
Sikar,Sitamarhi,1033,1237
Sikar,Morena,308,402
Sikar,Agra,287,349
Sikar,Sitapur,546,676
Sikar,Delhi,227,295
Sikar,Faridabad,231,278
Sikar,Jodhpur,259,314
Sikar,Mahoba,538,721
Sikar,Pakur,1312,1568
Sikar,Sagar,552,727
Sikar,Baghpat,252,330
Sikar,Nawada,1081,1281
Sikar,Bikaner,185,221
Sikar,Mirzapur,789,917
Sikar,Ghazipur,869,1027
Sikar,Jaipur,100,114
Sikar,Durgapur,1303,1454
Sikar,Chitrakoot,631,776
Sikar,Aligarh,292,356
Sikar,Rohtas,929,1078
Sikar,Palamu,991,1236
Sikar,Araria,1233,1448
Sikar,Dholpur,290,375
Sikar,Calicut,1811,2259
Sikar,Jehanabad,1017,1222
Sikar,Bhagalpur,1208,1420
Sikar,Sri Ganganagar,283,348
Sikar,Balaghat,819,1085
Sitamarhi,Lucknow,453,552
Sitamarhi,Rajsamand,1176,1424
Sitamarhi,Raebareli,425,520
Sitamarhi,Patna,116,131
Sitamarhi,Gaya,205,231
Sitamarhi,Kota,977,1185
Sitamarhi,Sikar,1033,1237
Sitamarhi,Prayagraj,387,466
Sitamarhi,Bhopal,896,1096
Sitamarhi,Una,1048,1407
Sitamarhi,Bundi,994,1217
Sitamarhi,Sarangarh,606,782
Sitamarhi,Lakhimpur,491,621
Sitamarhi,Madhepura,98,118
Sitamarhi,Arrah,141,174
Sitamarhi,Daudnagar,204,234
Sitamarhi,Belagavi,1647,1994
Sitamarhi,Hanamkonda,1130,1465
Sitamarhi,Sitamarhi,0,0
Sitamarhi,Morena,748,902
Sitamarhi,Agra,747,885
Sitamarhi,Sitapur,490,642
Sitamarhi,Delhi,861,1064
Sitamarhi,Faridabad,833,1061
Sitamarhi,Jodhpur,1244,1454
Sitamarhi,Mahoba,580,714
Sitamarhi,Pakur,320,450
Sitamarhi,Sagar,746,928
Sitamarhi,Baghpat,856,1067
Sitamarhi,Nawada,188,224
Sitamarhi,Bikaner,1216,1456
Sitamarhi,Mirzapur,335,416
Sitamarhi,Ghazipur,222,289
Sitamarhi,Jaipur,966,1123
Sitamarhi,Durgapur,385,482
Sitamarhi,Chitrakoot,490,592
Sitamarhi,Aligarh,748,900
Sitamarhi,Rohtas,224,268
Sitamarhi,Palamu,335,390
Sitamarhi,Araria,201,238
Sitamarhi,Dholpur,757,915
Sitamarhi,Calicut,1979,2502
Sitamarhi,Jehanabad,160,181
Sitamarhi,Bhagalpur,210,301
Sitamarhi,Sri Ganganagar,1197,1506
Sitamarhi,Balaghat,755,1029
Sitapur,Lucknow,83,89
Sitapur,Rajsamand,732,900
Sitapur,Raebareli,158,167
Sitapur,Patna,495,595
Sitapur,Gaya,530,628
Sitapur,Kota,546,675
Sitapur,Sikar,546,679
Sitapur,Prayagraj,263,290
Sitapur,Bhopal,579,703
Sitapur,Una,607,734
Sitapur,Bundi,554,707
Sitapur,Sarangarh,705,917
Sitapur,Lakhimpur,43,46
Sitapur,Madhepura,587,726
Sitapur,Arrah,455,543
Sitapur,Daudnagar,465,557
Sitapur,Belagavi,1445,1782
Sitapur,Hanamkonda,1065,1355
Sitapur,Sitamarhi,490,643
Sitapur,Morena,291,342
Sitapur,Agra,267,327
Sitapur,Sitapur,0,0
Sitapur,Delhi,373,448
Sitapur,Faridabad,343,448
Sitapur,Jodhpur,774,895
Sitapur,Mahoba,264,321
Sitapur,Pakur,787,975
Sitapur,Sagar,456,535
Sitapur,Baghpat,371,427
Sitapur,Nawada,569,687
Sitapur,Bikaner,727,883
Sitapur,Mirzapur,328,375
Sitapur,Ghazipur,362,434
Sitapur,Jaipur,489,565
Sitapur,Durgapur,803,934
Sitapur,Chitrakoot,265,316
Sitapur,Aligarh,258,306
Sitapur,Rohtas,433,527
Sitapur,Palamu,537,717
Sitapur,Araria,691,855
Sitapur,Dholpur,292,357
Sitapur,Calicut,1876,2331
Sitapur,Jehanabad,502,629
Sitapur,Bhagalpur,679,826
Sitapur,Sri Ganganagar,712,863
Sitapur,Balaghat,639,861
Sri Ganganagar,Lucknow,771,914
Sri Ganganagar,Rajsamand,536,671
Sri Ganganagar,Raebareli,831,985
Sri Ganganagar,Patna,1207,1422
Sri Ganganagar,Gaya,1236,1455
Sri Ganganagar,Kota,555,714
Sri Ganganagar,Sikar,283,348
Sri Ganganagar,Prayagraj,928,1082
Sri Ganganagar,Bhopal,816,1050
Sri Ganganagar,Una,286,365
Sri Ganganagar,Bundi,525,676
Sri Ganganagar,Sarangarh,1303,1620
Sri Ganganagar,Lakhimpur,706,858
Sri Ganganagar,Madhepura,1295,1554
Sri Ganganagar,Arrah,1167,1370
Sri Ganganagar,Daudnagar,1170,1384
Sri Ganganagar,Belagavi,1558,1877
Sri Ganganagar,Hanamkonda,1438,1857
Sri Ganganagar,Sitamarhi,1197,1471
Sri Ganganagar,Morena,553,700
Sri Ganganagar,Agra,504,620
Sri Ganganagar,Sitapur,712,861
Sri Ganganagar,Delhi,340,408
Sri Ganganagar,Faridabad,373,449
Sri Ganganagar,Jodhpur,415,501
Sri Ganganagar,Mahoba,782,988
Sri Ganganagar,Pakur,1500,1802
Sri Ganganagar,Sagar,827,1039
Sri Ganganagar,Baghpat,342,430
Sri Ganganagar,Nawada,1279,1515
Sri Ganganagar,Bikaner,216,241
Sri Ganganagar,Mirzapur,1007,1178
Sri Ganganagar,Ghazipur,1068,1261
Sri Ganganagar,Jaipur,381,462
Sri Ganganagar,Durgapur,1510,1714
Sri Ganganagar,Chitrakoot,866,1043
Sri Ganganagar,Aligarh,467,580
Sri Ganganagar,Rohtas,1135,1354
Sri Ganganagar,Palamu,1217,1497
Sri Ganganagar,Araria,1397,1682
Sri Ganganagar,Dholpur,530,673
Sri Ganganagar,Calicut,2074,2563
Sri Ganganagar,Jehanabad,1213,1456
Sri Ganganagar,Bhagalpur,1391,1653
Sri Ganganagar,Sri Ganganagar,0,0
Sri Ganganagar,Balaghat,1096,1411
Una,Lucknow,684,838
Una,Rajsamand,747,940
Una,Raebareli,756,908
Una,Patna,1084,1346
Una,Gaya,1131,1379
Una,Kota,694,854
Una,Sikar,441,556
Una,Prayagraj,862,1005
Una,Bhopal,916,1156
Una,Una,0,0
Una,Bundi,671,816
Una,Sarangarh,1287,1606
Una,Lakhimpur,585,737
Una,Madhepura,1147,1477
Una,Arrah,1050,1294
Una,Daudnagar,1069,1307
Una,Belagavi,1739,2061
Una,Hanamkonda,1527,1861
Una,Sitamarhi,1048,1394
Una,Morena,576,686
Una,Agra,504,606
Una,Sitapur,607,740
Una,Delhi,316,366
Una,Faridabad,353,402
Una,Jodhpur,660,842
Una,Mahoba,770,948
Una,Pakur,1365,1725
Una,Sagar,879,1025
Una,Baghpat,294,348
Una,Nawada,1165,1438
Una,Bikaner,477,589
Una,Mirzapur,934,1101
Una,Ghazipur,967,1185
Una,Jaipur,507,605
Una,Durgapur,1400,1637
Una,Chitrakoot,829,995
Una,Aligarh,433,503
Una,Rohtas,1038,1277
Una,Palamu,1144,1420
Una,Araria,1240,1605
Una,Dholpur,551,659
Una,Calicut,2238,2746
Una,Jehanabad,1099,1380
Una,Bhagalpur,1255,1577
Una,Sri Ganganagar,286,366
Una,Balaghat,1138,1397
